Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,<20,Current Employees,Human Resources,Other,11118,Male,Human Resources,Married,No,6,59,Yes,424,31,Doctoral Degree,2,50,4,2,5,15082,20324,10,38,2,2,80,1,29,2,38,7,9,8
No,Travel_Rarely,40-50,Ex-Employees,Research & Development,Marketing,71696,Male,Healthcare Representative,Divorced,Yes,5,39,No,269,32,Doctoral Degree,1,46,5,1,2,4326,17201,6,29,5,5,80,2,34,2,13,11,12,12
No,Travel_Frequently,40-50,Ex-Employees,Research & Development,Technical Degree,86639,Female,Laboratory Technician,Divorced,Yes,1,47,No,575,28,Master's Degree,1,114,4,2,2,6704,10436,8,15,3,4,80,3,20,4,31,17,9,10
No,Travel_Rarely,<20,Current Employees,Research & Development,Technical Degree,87561,Male,Research Scientist,Divorced,No,3,57,No,592,11,Master's Degree,5,94,2,2,2,1264,20560,10,34,4,2,80,0,29,3,15,16,1,3
No,Non-Travel,50+,Current Employees,Sales,Marketing,25723,Male,Laboratory Technician,Single,Yes,4,50,Yes,1313,46,Doctoral Degree,1,79,2,3,4,17981,15288,10,29,5,3,80,3,1,4,14,2,10,7
No,Non-Travel,30-40,Ex-Employees,Human Resources,Other,74775,Female,Healthcare Representative,Divorced,Yes,6,34,Yes,1298,38,Doctoral Degree,3,57,4,2,4,3133,28138,2,22,4,4,80,2,28,3,15,7,14,17
No,Travel_Rarely,<20,Ex-Employees,Sales,Life Sciences,28400,Male,Laboratory Technician,Married,Yes,2,49,No,365,48,Bachelor's Degree,4,45,4,5,1,10410,22584,5,25,1,4,80,1,19,2,29,9,0,14
No,Travel_Frequently,50+,Current Employees,Human Resources,Medical,34188,Male,Sales Representative,Married,No,6,28,Yes,184,45,Master's Degree,1,87,2,5,5,3942,21401,1,33,2,4,80,0,30,5,35,17,10,4
No,Non-Travel,20-30,Current Employees,Research & Development,Medical,77689,Male,Sales Executive,Single,Yes,3,26,Yes,1392,21,Bachelor's Degree,2,35,1,5,3,7764,23128,4,13,1,5,80,3,25,5,10,8,2,16
No,Travel_Rarely,50+,Ex-Employees,Sales,Medical,11110,Female,Sales Executive,Single,Yes,2,18,Yes,898,24,Master's Degree,2,47,2,3,1,6513,11517,9,25,3,5,80,0,26,1,12,17,7,12
No,Non-Travel,40-50,Current Employees,Sales,Marketing,10958,Female,Sales Executive,Single,Yes,1,40,No,1256,41,Associates Degree,1,84,4,4,1,1805,29266,5,17,1,5,80,2,37,4,34,7,6,13
No,Travel_Rarely,40-50,Ex-Employees,Human Resources,Technical Degree,62301,Female,Laboratory Technician,Married,No,0,36,No,987,43,Doctoral Degree,2,108,1,4,2,12346,15280,5,11,2,5,80,0,12,2,8,3,15,6
No,Travel_Rarely,40-50,Ex-Employees,Human Resources,Medical,62924,Male,Laboratory Technician,Single,Yes,6,51,No,276,44,Doctoral Degree,5,63,5,3,3,19063,14893,10,36,3,2,80,1,8,1,6,20,0,14
No,Travel_Frequently,30-40,Ex-Employees,Human Resources,Technical Degree,54416,Male,Sales Executive,Divorced,Yes,3,20,No,360,13,Bachelor's Degree,5,103,1,3,4,2134,24365,6,40,5,4,80,2,26,1,14,4,1,13
No,Travel_Frequently,20-30,Ex-Employees,Sales,Other,45225,Female,Human Resources,Married,Yes,0,41,Yes,501,41,Bachelor's Degree,3,104,4,3,1,10101,19885,10,13,1,4,80,3,13,5,7,1,14,15
No,Travel_Rarely,30-40,Current Employees,Sales,Medical,32849,Male,Healthcare Representative,Married,No,5,28,No,724,14,Doctoral Degree,5,103,1,2,2,3637,25929,2,32,5,3,80,0,25,4,22,12,5,1
No,Travel_Rarely,40-50,Current Employees,Human Resources,Other,2348,Female,Research Scientist,Married,Yes,6,58,Yes,358,36,Bachelor's Degree,1,98,5,3,1,12919,22650,5,40,5,5,80,2,25,2,27,8,11,17
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Marketing,74635,Male,Research Scientist,Divorced,No,0,28,No,612,19,Master's Degree,3,37,5,4,4,9414,22660,6,39,3,5,80,2,22,2,12,19,1,1
No,Travel_Rarely,30-40,Ex-Employees,Sales,Technical Degree,44436,Female,Manager,Divorced,Yes,2,44,No,878,15,Bachelor's Degree,4,96,5,5,3,8870,19815,1,12,2,1,80,0,40,4,27,8,0,17
No,Travel_Rarely,<20,Ex-Employees,Sales,Marketing,81659,Male,Healthcare Representative,Divorced,No,6,53,Yes,1263,45,Master's Degree,1,79,1,4,1,11903,28833,7,12,1,5,80,3,14,2,18,1,1,18
No,Travel_Frequently,30-40,Ex-Employees,Human Resources,Other,82225,Male,Healthcare Representative,Single,No,3,45,Yes,1458,13,Doctoral Degree,4,114,5,2,4,14792,18241,4,35,5,1,80,2,29,3,7,19,11,12
No,Non-Travel,50+,Current Employees,Research & Development,Life Sciences,48088,Male,Manager,Married,No,3,35,No,449,36,Associates Degree,5,99,3,1,4,16795,24586,8,14,3,3,80,3,7,5,24,2,7,7
No,Travel_Rarely,50+,Ex-Employees,Human Resources,Medical,69716,Female,Healthcare Representative,Married,Yes,3,29,Yes,1033,16,Master's Degree,1,113,5,3,1,7605,11783,2,13,4,5,80,1,8,5,5,9,8,13
No,Non-Travel,50+,Current Employees,Sales,Life Sciences,37291,Female,Sales Representative,Married,No,0,55,Yes,1444,5,Bachelor's Degree,1,118,4,5,1,9650,27460,6,28,2,5,80,1,4,5,25,15,14,3
No,Non-Travel,20-30,Ex-Employees,Human Resources,Other,20256,Female,Human Resources,Married,Yes,2,39,No,939,13,Doctoral Degree,3,94,2,3,4,2053,17920,3,20,5,2,80,1,28,5,35,7,12,16
No,Non-Travel,20-30,Ex-Employees,Human Resources,Life Sciences,89012,Male,Human Resources,Married,No,0,21,No,207,35,Doctoral Degree,1,68,1,2,4,19638,28445,8,18,4,5,80,0,8,5,26,18,5,9
No,Travel_Rarely,40-50,Current Employees,Sales,Medical,43520,Female,Sales Executive,Married,No,1,57,Yes,649,17,Associates Degree,5,69,2,4,2,7887,11846,0,16,5,1,80,1,28,1,36,13,15,16
No,Non-Travel,<20,Current Employees,Research & Development,Marketing,39838,Male,Research Scientist,Married,No,1,53,Yes,576,49,Master's Degree,3,30,2,5,3,5542,23792,8,37,1,4,80,0,3,2,36,20,11,20
No,Travel_Rarely,20-30,Ex-Employees,Research & Development,Medical,35978,Female,Laboratory Technician,Single,No,2,32,Yes,647,34,Master's Degree,5,33,1,1,5,16817,22727,9,19,1,2,80,2,38,3,38,7,7,17
No,Travel_Rarely,<20,Current Employees,Human Resources,Technical Degree,90679,Male,Sales Representative,Single,Yes,5,19,Yes,420,35,Associates Degree,3,48,2,5,2,4263,18888,1,32,5,4,80,1,19,4,25,13,1,11
No,Non-Travel,30-40,Current Employees,Human Resources,Other,6338,Female,Human Resources,Single,Yes,5,30,Yes,722,13,Master's Degree,1,98,3,2,1,17035,12450,9,12,4,4,80,1,3,2,15,9,6,14
No,Non-Travel,20-30,Current Employees,Human Resources,Technical Degree,94272,Female,Research Scientist,Divorced,Yes,4,22,Yes,800,20,Doctoral Degree,4,68,3,4,5,5651,25179,7,37,4,2,80,2,39,4,29,13,1,7
No,Non-Travel,30-40,Ex-Employees,Sales,Marketing,89213,Male,Healthcare Representative,Married,No,3,43,No,349,41,Bachelor's Degree,4,80,3,3,1,16252,26228,0,18,4,3,80,1,35,2,26,9,7,14
No,Travel_Rarely,30-40,Current Employees,Human Resources,Medical,19709,Female,Human Resources,Married,No,0,48,No,735,2,Doctoral Degree,1,98,5,2,3,19801,24156,7,27,4,2,80,1,17,2,20,13,4,1
No,Travel_Frequently,<20,Current Employees,Human Resources,Technical Degree,77771,Female,Human Resources,Single,No,2,41,No,297,9,Bachelor's Degree,3,36,4,4,1,8119,12714,2,26,1,4,80,1,27,4,0,11,12,17
No,Non-Travel,50+,Current Employees,Human Resources,Other,8004,Male,Research Scientist,Single,Yes,5,24,No,243,1,Associates Degree,5,114,3,2,4,15884,21724,5,11,5,2,80,3,33,4,13,7,1,11
No,Non-Travel,40-50,Ex-Employees,Sales,Medical,7727,Female,Sales Executive,Married,No,0,19,No,930,37,Doctoral Degree,4,60,4,3,1,14667,10449,5,31,4,5,80,1,15,5,0,15,13,11
No,Non-Travel,20-30,Current Employees,Human Resources,Life Sciences,13858,Female,Research Scientist,Divorced,Yes,6,39,No,1256,38,Master's Degree,1,63,1,5,4,14308,14772,7,17,4,3,80,0,25,3,33,9,13,17
No,Travel_Rarely,<20,Current Employees,Human Resources,Technical Degree,26280,Male,Research Scientist,Divorced,Yes,1,60,No,449,15,Doctoral Degree,1,46,3,5,2,5773,18616,10,19,2,2,80,0,3,3,22,10,6,17
No,Travel_Frequently,20-30,Ex-Employees,Human Resources,Other,58782,Female,Sales Executive,Married,No,4,41,No,927,40,Associates Degree,4,68,3,4,3,14068,26604,8,21,3,1,80,1,19,2,31,7,5,4
No,Travel_Frequently,30-40,Current Employees,Human Resources,Life Sciences,47567,Male,Manager,Divorced,Yes,0,38,Yes,815,41,Doctoral Degree,5,64,5,2,1,5325,25468,3,15,3,5,80,3,27,4,20,18,1,19
No,Non-Travel,20-30,Ex-Employees,Sales,Life Sciences,60451,Female,Laboratory Technician,Single,Yes,3,28,Yes,1337,16,Associates Degree,5,101,4,3,4,19717,26980,4,15,1,4,80,3,19,3,34,7,0,15
No,Travel_Rarely,<20,Current Employees,Human Resources,Other,81070,Male,Research Scientist,Single,No,6,52,Yes,1088,35,Bachelor's Degree,3,34,3,4,4,16553,14780,5,10,1,5,80,3,33,5,34,7,8,20
No,Non-Travel,30-40,Ex-Employees,Human Resources,Life Sciences,5583,Female,Healthcare Representative,Divorced,No,1,19,No,355,40,Master's Degree,2,68,5,3,1,1554,29983,3,28,3,1,80,2,36,1,1,19,5,2
No,Non-Travel,<20,Ex-Employees,Human Resources,Medical,67534,Female,Healthcare Representative,Married,Yes,1,36,No,999,50,Master's Degree,5,102,2,5,5,12368,17020,7,23,3,5,80,3,36,2,1,0,10,14
No,Travel_Rarely,20-30,Current Employees,Human Resources,Life Sciences,38836,Male,Laboratory Technician,Divorced,Yes,0,55,Yes,415,46,Master's Degree,2,69,5,1,5,1768,19479,5,26,4,2,80,2,34,2,15,1,12,0
No,Non-Travel,<20,Ex-Employees,Sales,Technical Degree,44637,Female,Manager,Single,Yes,2,57,Yes,1153,36,Associates Degree,3,39,1,5,2,4652,25658,10,14,5,4,80,3,27,2,16,20,1,2
No,Travel_Frequently,50+,Current Employees,Human Resources,Marketing,45580,Female,Sales Representative,Single,Yes,0,18,No,1210,45,Doctoral Degree,5,80,1,4,3,14851,23504,7,35,2,3,80,3,35,4,4,1,1,2
No,Travel_Rarely,30-40,Ex-Employees,Human Resources,Marketing,49449,Female,Healthcare Representative,Single,No,1,29,Yes,1385,19,Associates Degree,4,69,5,2,4,19108,21760,7,23,4,2,80,0,10,5,1,5,11,13
No,Travel_Rarely,30-40,Current Employees,Human Resources,Life Sciences,70228,Female,Research Scientist,Divorced,Yes,3,27,Yes,728,8,Master's Degree,1,59,3,5,5,7312,22904,0,15,1,3,80,0,37,2,16,10,10,15
No,Travel_Rarely,50+,Ex-Employees,Sales,Medical,68678,Female,Human Resources,Divorced,No,4,21,No,1352,28,Doctoral Degree,2,88,4,1,2,12748,26895,8,16,4,4,80,3,16,5,24,11,6,7
No,Travel_Rarely,30-40,Ex-Employees,Research & Development,Technical Degree,97096,Male,Healthcare Representative,Married,Yes,1,33,Yes,276,2,Bachelor's Degree,2,67,2,3,1,13271,13810,5,16,1,2,80,2,34,2,32,8,1,1
No,Travel_Frequently,40-50,Current Employees,Research & Development,Technical Degree,26718,Male,Sales Executive,Single,Yes,5,52,No,854,19,Doctoral Degree,4,64,5,3,1,8063,15568,6,11,1,2,80,1,34,4,27,13,14,19
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Technical Degree,31280,Female,Sales Representative,Married,No,4,43,No,1491,7,Doctoral Degree,1,101,5,3,1,19551,10343,6,24,3,2,80,3,20,4,18,19,0,7
No,Travel_Rarely,<20,Current Employees,Human Resources,Life Sciences,71324,Male,Manager,Divorced,Yes,5,36,No,303,45,Associates Degree,3,34,4,4,5,6198,19736,6,22,4,3,80,1,17,2,15,11,11,20
No,Travel_Frequently,50+,Ex-Employees,Human Resources,Life Sciences,84535,Male,Human Resources,Divorced,Yes,2,34,No,1423,40,Associates Degree,5,76,4,1,2,17069,15804,9,19,2,5,80,0,1,3,1,2,8,19
No,Non-Travel,20-30,Ex-Employees,Sales,Medical,69388,Female,Research Scientist,Married,Yes,6,46,Yes,504,30,Bachelor's Degree,3,80,4,3,2,2770,16008,3,15,5,2,80,2,20,4,27,3,1,6
No,Non-Travel,50+,Current Employees,Human Resources,Technical Degree,99654,Female,Laboratory Technician,Divorced,Yes,6,48,No,1353,34,Bachelor's Degree,4,76,5,4,2,3095,28861,5,20,4,3,80,1,39,5,35,8,14,12
No,Travel_Rarely,30-40,Current Employees,Human Resources,Marketing,59712,Female,Sales Representative,Divorced,No,1,19,Yes,1395,27,Master's Degree,5,96,5,5,4,1209,28967,6,24,2,5,80,0,13,3,8,9,6,19
No,Travel_Frequently,<20,Ex-Employees,Research & Development,Other,22845,Male,Human Resources,Divorced,No,5,52,Yes,1106,42,Bachelor's Degree,5,70,2,4,2,14812,11445,10,26,3,4,80,3,26,4,9,9,8,17
No,Travel_Frequently,20-30,Ex-Employees,Sales,Other,94994,Female,Healthcare Representative,Single,No,1,37,No,754,34,Associates Degree,5,82,1,4,3,6609,18387,10,39,1,3,80,1,30,3,12,12,2,18
No,Non-Travel,20-30,Ex-Employees,Sales,Other,7922,Female,Laboratory Technician,Single,No,2,46,No,1070,4,Doctoral Degree,5,96,3,5,3,1923,23207,1,37,5,3,80,2,34,4,12,5,0,10
No,Non-Travel,<20,Current Employees,Sales,Technical Degree,21502,Female,Human Resources,Single,Yes,3,40,No,409,39,Doctoral Degree,5,96,1,3,4,9071,24848,5,26,2,2,80,1,15,4,1,4,9,8
No,Travel_Rarely,40-50,Ex-Employees,Sales,Medical,98462,Male,Sales Representative,Single,No,2,41,Yes,236,26,Bachelor's Degree,5,114,2,3,2,11344,29151,8,16,3,3,80,0,14,5,7,13,3,20
No,Travel_Frequently,40-50,Ex-Employees,Sales,Other,47461,Male,Manager,Married,No,2,54,No,1019,12,Master's Degree,1,80,5,5,2,16597,15354,10,18,5,4,80,0,21,3,8,0,4,11
No,Non-Travel,50+,Current Employees,Research & Development,Marketing,76436,Female,Human Resources,Married,No,4,20,Yes,375,34,Associates Degree,1,99,2,2,5,16234,10357,3,23,3,5,80,1,15,3,25,6,8,20
No,Travel_Rarely,20-30,Ex-Employees,Research & Development,Life Sciences,85218,Male,Research Scientist,Single,No,0,30,No,702,10,Doctoral Degree,3,63,3,1,3,6559,17200,7,16,3,1,80,0,3,3,12,14,14,13
No,Travel_Rarely,50+,Ex-Employees,Sales,Other,69702,Male,Healthcare Representative,Single,No,1,21,Yes,217,12,Associates Degree,1,82,2,2,2,17750,28297,10,15,3,4,80,2,28,5,8,10,4,15
No,Travel_Frequently,40-50,Current Employees,Sales,Life Sciences,33806,Male,Manager,Divorced,No,3,47,No,677,10,Bachelor's Degree,2,50,5,5,1,5471,17103,4,22,3,1,80,0,8,5,8,3,10,18
No,Non-Travel,50+,Current Employees,Sales,Marketing,70642,Female,Laboratory Technician,Divorced,Yes,1,39,No,943,25,Doctoral Degree,1,55,5,5,2,16497,13172,6,24,1,1,80,3,25,4,5,8,5,5
No,Travel_Frequently,40-50,Current Employees,Human Resources,Medical,69398,Female,Healthcare Representative,Married,No,0,28,No,1153,48,Bachelor's Degree,5,51,4,5,1,13770,16454,9,36,5,2,80,2,27,5,7,15,8,20
No,Travel_Frequently,50+,Ex-Employees,Research & Development,Life Sciences,76400,Female,Human Resources,Divorced,No,1,21,Yes,621,27,Master's Degree,2,74,4,3,5,8993,19506,4,35,1,2,80,3,29,2,6,0,2,14
No,Travel_Rarely,40-50,Ex-Employees,Human Resources,Other,60764,Male,Healthcare Representative,Divorced,Yes,6,53,Yes,234,22,Master's Degree,2,40,1,2,5,4779,25392,2,18,3,3,80,1,30,1,2,17,6,12
No,Travel_Frequently,50+,Ex-Employees,Human Resources,Medical,26814,Female,Healthcare Representative,Divorced,Yes,0,44,No,576,38,Master's Degree,3,35,3,4,3,11081,20733,8,32,4,4,80,3,18,4,32,2,7,0
No,Travel_Rarely,30-40,Ex-Employees,Research & Development,Technical Degree,70023,Male,Human Resources,Single,No,0,49,Yes,1265,18,Associates Degree,3,32,3,4,4,16542,15280,6,15,1,2,80,1,37,2,8,16,7,20
No,Travel_Frequently,30-40,Current Employees,Human Resources,Medical,87772,Female,Manager,Married,Yes,0,25,No,321,14,Master's Degree,1,117,4,5,4,17504,28527,2,29,4,2,80,1,13,2,39,5,5,12
No,Travel_Rarely,<20,Current Employees,Human Resources,Marketing,20247,Male,Human Resources,Divorced,No,1,35,Yes,932,38,Bachelor's Degree,3,95,1,3,3,5270,14387,5,22,2,3,80,3,30,5,10,18,11,11
No,Non-Travel,50+,Ex-Employees,Research & Development,Other,25465,Female,Manager,Divorced,No,2,48,Yes,449,48,Doctoral Degree,5,62,2,1,4,12609,15602,6,17,1,4,80,2,38,2,34,7,10,3
No,Travel_Rarely,<20,Ex-Employees,Human Resources,Technical Degree,90939,Male,Human Resources,Married,No,2,51,No,822,40,Bachelor's Degree,4,76,3,3,4,18122,24481,7,37,5,1,80,3,24,5,25,14,9,19
No,Non-Travel,20-30,Current Employees,Research & Development,Other,81634,Female,Research Scientist,Married,Yes,2,59,No,426,1,Doctoral Degree,4,35,1,5,1,19006,15611,3,32,2,3,80,0,17,3,16,20,2,11
No,Travel_Frequently,30-40,Current Employees,Research & Development,Other,90260,Male,Human Resources,Single,Yes,4,33,No,782,40,Doctoral Degree,3,114,4,2,1,17822,14195,4,24,3,5,80,0,30,1,8,3,11,11
No,Non-Travel,30-40,Current Employees,Sales,Technical Degree,69760,Female,Healthcare Representative,Divorced,No,4,49,No,339,24,Associates Degree,3,44,5,3,5,8411,13008,5,22,2,3,80,3,23,4,14,10,7,1
No,Non-Travel,50+,Ex-Employees,Research & Development,Marketing,33581,Female,Human Resources,Married,No,5,43,No,250,46,Doctoral Degree,1,67,4,3,1,12910,12756,10,34,1,1,80,3,16,2,30,15,3,15
No,Non-Travel,20-30,Current Employees,Human Resources,Medical,78378,Male,Sales Executive,Single,Yes,2,25,Yes,678,2,Doctoral Degree,2,100,5,1,3,12253,14226,6,24,5,3,80,3,13,3,16,0,6,1
No,Travel_Rarely,20-30,Current Employees,Human Resources,Marketing,10171,Female,Sales Executive,Married,Yes,5,59,Yes,554,37,Master's Degree,3,112,5,3,3,17463,13575,6,13,5,1,80,1,27,4,23,14,6,3
No,Travel_Frequently,40-50,Current Employees,Sales,Other,17164,Male,Manager,Single,No,1,44,Yes,456,42,Doctoral Degree,1,80,4,4,1,3376,26141,2,37,5,3,80,0,19,5,29,17,14,1
No,Non-Travel,<20,Current Employees,Research & Development,Marketing,16269,Male,Laboratory Technician,Single,Yes,4,19,No,1224,43,Bachelor's Degree,1,114,5,2,5,19486,21963,6,27,5,1,80,1,40,2,21,12,8,2
No,Non-Travel,40-50,Ex-Employees,Research & Development,Technical Degree,31807,Male,Research Scientist,Divorced,No,5,37,No,1143,32,Master's Degree,5,97,3,2,4,1548,16524,5,35,3,1,80,3,32,4,18,18,4,20
No,Non-Travel,50+,Current Employees,Human Resources,Life Sciences,91840,Male,Research Scientist,Married,Yes,1,49,No,1208,24,Associates Degree,4,93,4,3,2,16003,10723,0,37,3,4,80,1,2,5,31,18,3,11
No,Non-Travel,20-30,Current Employees,Sales,Life Sciences,51179,Male,Manager,Single,No,3,30,No,821,16,Master's Degree,3,90,1,5,3,10476,12583,4,16,1,1,80,3,4,1,29,6,3,19
No,Non-Travel,30-40,Current Employees,Research & Development,Medical,68713,Male,Human Resources,Single,No,3,60,Yes,296,14,Master's Degree,1,76,1,4,2,8372,27782,7,18,4,4,80,1,28,5,19,3,0,14
No,Travel_Frequently,50+,Ex-Employees,Sales,Marketing,36754,Female,Research Scientist,Single,Yes,3,30,Yes,1048,10,Doctoral Degree,3,67,3,1,3,14001,29198,4,25,2,3,80,1,31,1,2,1,9,15
No,Travel_Frequently,30-40,Ex-Employees,Sales,Life Sciences,95947,Male,Manager,Divorced,Yes,2,27,Yes,824,39,Bachelor's Degree,5,52,2,3,1,9949,10333,3,28,3,5,80,3,18,5,26,2,5,10
No,Travel_Frequently,20-30,Ex-Employees,Human Resources,Life Sciences,53559,Female,Laboratory Technician,Married,Yes,2,52,Yes,932,4,Associates Degree,4,118,2,5,5,2334,17086,2,11,4,5,80,0,35,1,24,8,0,17
No,Non-Travel,20-30,Ex-Employees,Research & Development,Technical Degree,7402,Female,Human Resources,Married,No,1,20,No,764,45,Bachelor's Degree,1,87,4,3,1,11024,28553,9,38,5,3,80,0,28,2,19,12,1,20
No,Travel_Rarely,20-30,Ex-Employees,Human Resources,Technical Degree,4837,Male,Human Resources,Divorced,Yes,2,40,No,719,17,Bachelor's Degree,3,114,3,4,2,2519,10883,2,21,1,2,80,3,9,2,8,2,13,2
No,Travel_Rarely,50+,Ex-Employees,Human Resources,Technical Degree,29227,Male,Sales Executive,Married,Yes,2,31,No,352,2,Bachelor's Degree,5,50,3,5,3,12070,27471,1,25,3,5,80,3,6,2,18,3,13,2
No,Travel_Frequently,<20,Current Employees,Research & Development,Medical,59221,Male,Manager,Divorced,No,0,19,Yes,1169,13,Master's Degree,1,37,1,2,4,5451,16484,2,20,3,2,80,2,19,3,4,19,14,17
No,Travel_Rarely,20-30,Current Employees,Human Resources,Technical Degree,31283,Male,Human Resources,Single,No,1,30,Yes,1410,46,Master's Degree,3,111,5,5,1,17688,14632,5,38,3,3,80,0,2,4,33,8,15,0
No,Non-Travel,50+,Current Employees,Human Resources,Life Sciences,67426,Female,Healthcare Representative,Divorced,Yes,4,21,Yes,1126,36,Associates Degree,4,103,4,2,1,14275,16597,5,28,3,3,80,2,38,2,28,17,15,7
No,Non-Travel,<20,Ex-Employees,Human Resources,Marketing,93161,Male,Laboratory Technician,Divorced,Yes,3,31,Yes,553,13,Bachelor's Degree,4,60,1,5,5,13948,23712,8,20,2,2,80,0,4,3,0,3,15,1
No,Travel_Frequently,30-40,Current Employees,Research & Development,Marketing,69641,Female,Manager,Single,No,5,55,Yes,747,4,Master's Degree,4,74,2,2,1,12793,19080,4,17,2,1,80,3,40,4,22,2,13,10
No,Travel_Rarely,30-40,Current Employees,Human Resources,Other,25283,Female,Healthcare Representative,Divorced,Yes,2,38,Yes,943,45,Associates Degree,5,35,5,3,2,17297,21965,0,17,1,1,80,0,11,4,33,5,5,4
No,Travel_Frequently,40-50,Current Employees,Human Resources,Marketing,76819,Female,Human Resources,Married,No,3,19,Yes,700,33,Associates Degree,4,90,3,2,4,5018,24561,1,24,4,2,80,0,7,3,36,7,0,2
No,Non-Travel,<20,Ex-Employees,Sales,Marketing,74327,Male,Manager,Married,Yes,0,23,No,887,15,Associates Degree,5,68,1,4,2,17688,16690,0,20,4,2,80,3,1,5,19,1,1,13
No,Non-Travel,50+,Ex-Employees,Research & Development,Other,10427,Female,Laboratory Technician,Divorced,Yes,5,60,No,274,35,Bachelor's Degree,5,120,5,4,5,5226,10331,8,32,3,5,80,1,9,1,5,9,15,1
No,Non-Travel,40-50,Current Employees,Human Resources,Other,53042,Female,Research Scientist,Single,Yes,6,41,No,725,37,Bachelor's Degree,3,47,3,1,1,6636,19659,6,29,5,3,80,1,36,2,1,10,6,16
No,Travel_Frequently,20-30,Ex-Employees,Sales,Other,93966,Female,Research Scientist,Divorced,Yes,3,57,Yes,418,44,Bachelor's Degree,2,120,5,4,4,8043,11492,2,33,2,1,80,1,10,5,12,3,2,15
No,Non-Travel,40-50,Ex-Employees,Human Resources,Technical Degree,45519,Male,Healthcare Representative,Married,No,3,26,Yes,290,3,Master's Degree,4,92,4,3,4,18383,28711,4,38,1,5,80,2,7,1,23,14,10,13
No,Travel_Rarely,40-50,Ex-Employees,Research & Development,Technical Degree,75627,Female,Sales Executive,Divorced,Yes,1,53,Yes,408,4,Bachelor's Degree,3,77,4,2,4,12589,22994,6,20,4,1,80,0,13,1,40,10,15,19
No,Non-Travel,40-50,Current Employees,Research & Development,Life Sciences,35008,Female,Sales Representative,Married,Yes,5,46,No,1319,35,Associates Degree,3,70,3,4,2,5841,26920,6,39,3,1,80,2,1,2,15,18,8,0
No,Travel_Rarely,40-50,Current Employees,Human Resources,Life Sciences,6840,Female,Sales Executive,Married,Yes,6,37,Yes,1085,43,Associates Degree,3,36,3,3,1,6873,12646,5,25,4,4,80,0,18,3,5,16,4,3
